canal,nome_video,data_visualizacao,Ano,Mês,Dia,Dia da Semana,Parte do dia,hora
Awesome Restorations,"EXTREMELY Rare Lighter Restoration, World War 2 - D-day 1944!Awesome Restorations31 de jan. de 2021 22:46:04 BRT",2021-01-31 22:46:04,2021,Janeiro,31,Domingo,Noite,22
Curso em Vídeo,Exercício Python #003 - Somando dois númerosCurso em Vídeo31 de jan. de 2021 22:05:36 BRT,2021-01-31 22:05:36,2021,Janeiro,31,Domingo,Noite,22
Huidemar Costa,Python - Instalando e configurando o VSCode no WindowsHuidemar Costa31 de jan. de 2021 19:35:31 BRT,2021-01-31 19:35:31,2021,Janeiro,31,Domingo,Noite,19
Otávio Miranda,Configurando o VS Code para PythonOtávio Miranda31 de jan. de 2021 18:50:39 BRT,2021-01-31 18:50:39,2021,Janeiro,31,Domingo,Madrugada,18
Canal 90,QUE FIM LEVARAM OS RESTAURANTES DO PESADELO NA COZINHA?Canal 9031 de jan. de 2021 18:07:44 BRT,2021-01-31 18:07:44,2021,Janeiro,31,Domingo,Madrugada,18
Canal 90,VENCEDORES DO BBB QUE PERDERAM TUDO! #2Canal 9031 de jan. de 2021 18:03:05 BRT,2021-01-31 18:03:05,2021,Janeiro,31,Domingo,Madrugada,18
Mariana Alcântara,"Vaiiii que Sua PRIOR   , big fone BBB 20Mariana Alcântara31 de jan. de 2021 18:01:28 BRT",2021-01-31 18:01:28,2021,Janeiro,31,Domingo,Madrugada,18
Amit Thinks,How to install Python 3.9.1 on Windows 10Amit Thinks31 de jan. de 2021 14:48:29 BRT,2021-01-31 14:48:29,2021,Janeiro,31,Domingo,Tarde,14
GOSTEI POSTEI O FUNK,SABADOU NÉ NÃO GRITA VS BUFALO BILL 2 - TÁ SOLTINHA IGUAL ARROZ (DJ Dudu Rody)GOSTEI POSTEI O FUNK30 de jan. de 2021 21:54:11 BRT,2021-01-30 21:54:11,2021,Janeiro,30,Sábado,Noite,21
DBR STATUS,"Sábado Nao Grita "" Funk🎶💥 "" Para Status Do WhatsappDBR STATUS30 de jan. de 2021 21:53:47 BRT",2021-01-30 21:53:47,2021,Janeiro,30,Sábado,Noite,21
Giro Ipiaú,Motorista de ônibus evita acidente na BR-330Giro Ipiaú30 de jan. de 2021 19:47:20 BRT,2021-01-30 19:47:20,2021,Janeiro,30,Sábado,Noite,19
Primo Pobre,"Como Quitar um Financiamento de 30 anos em 3 Anos, Mesmo Sendo Pobre! (PRIMO POBRE)Primo Pobre30 de jan. de 2021 17:49:54 BRT",2021-01-30 17:49:54,2021,Janeiro,30,Sábado,Tarde,17
Botafogo TV,Boletim Alvinegro | RogerBotafogo TV30 de jan. de 2021 17:49:26 BRT,2021-01-30 17:49:26,2021,Janeiro,30,Sábado,Tarde,17
Lyric God,10 Minutes Of Pool Cleaning - TikTok Compilation Part 1Lyric God30 de jan. de 2021 16:45:22 BRT,2021-01-30 16:45:22,2021,Janeiro,30,Sábado,Tarde,16
Almiir Braga,[COMPILADO] Melhores Videos de Lavagem com Pressão #5 [Best Pressure Washing Videos 2019]Almiir Braga30 de jan. de 2021 16:44:36 BRT,2021-01-30 16:44:36,2021,Janeiro,30,Sábado,Tarde,16
André Apolinário,COMPLEXO RECREATIVO ABANDONADO; PISCINAS E UM GRANDE COFRE!!! ( 3K )André Apolinário30 de jan. de 2021 16:40:53 BRT,2021-01-30 16:40:53,2021,Janeiro,30,Sábado,Tarde,16
JEFIN DO ARGO,"PISCINA MUITO SUJA, COMO LIMPAR DE MANEIRA CORRETA. VAOMOS AO PASSO A PASSO.JEFIN DO ARGO30 de jan. de 2021 16:39:11 BRT",2021-01-30 16:39:11,2021,Janeiro,30,Sábado,Tarde,16
Ana Karina,LIMPANDO MINHA PISCINA ABANDONADA PARTE 2Ana Karina30 de jan. de 2021 16:29:59 BRT,2021-01-30 16:29:59,2021,Janeiro,30,Sábado,Tarde,16
Ana Karina,LIMPANDO MINHA PISCINA ABANDONADA 🤮😱Ana Karina30 de jan. de 2021 16:24:54 BRT,2021-01-30 16:24:54,2021,Janeiro,30,Sábado,Tarde,16
Curso em Vídeo,Exercício Python #003 - Somando dois númerosCurso em Vídeo30 de jan. de 2021 01:51:51 BRT,2021-01-30 01:51:51,2021,Janeiro,30,Sábado,Madrugada,1
GIL RODRIGUES,RESUMO BBB 2021 O QUE ACONTECEU NO BIG BROTHER BRASIL 28/01 TRETA LUCAS E KERLINEGIL RODRIGUES29 de jan. de 2021 16:54:58 BRT,2021-01-29 16:54:58,2021,Janeiro,29,Sexta-feira,Tarde,16
Notícias Live,BBB21: Veja quem Venceu a prova do líder e Neymar sugere MAN1PUL4ÇA0Notícias Live29 de jan. de 2021 16:50:40 BRT,2021-01-29 16:50:40,2021,Janeiro,29,Sexta-feira,Tarde,16
ge,GRÊMIO 2 X 4 FLAMENGO | MELHORES MOMENTOS | 23ª RODADA BRASILEIRÃO 2020 | ge.globoge29 de jan. de 2021 10:42:45 BRT,2021-01-29 10:42:45,2021,Janeiro,29,Sexta-feira,Manhã,10
Inajá Morais,Vamo AIInajá Morais28 de jan. de 2021 13:21:58 BRT,2021-01-28 13:21:58,2021,Janeiro,28,Quinta-feira,Tarde,13
Michelle Lira,Apresentação Turma Vamo AI 🤩Michelle Lira28 de jan. de 2021 13:20:56 BRT,2021-01-28 13:20:56,2021,Janeiro,28,Quinta-feira,Tarde,13
pythonbrasil,[PyBr2020] Trilha PEP20 - Quinta-feira - Dia 05/11 #pybr2020 15pythonbrasil28 de jan. de 2021 01:34:14 BRT,2021-01-28 01:34:14,2021,Janeiro,28,Quinta-feira,Madrugada,1
FOFOCA DOS FAMOSOS,LUMENA SE IRRITA COM CAIOFOFOCA DOS FAMOSOS27 de jan. de 2021 18:58:21 BRT,2021-01-27 18:58:21,2021,Janeiro,27,Quarta-feira,Madrugada,18
Exclusivo 24H,"BBB21: TRETA FORMADA! CAIO E LUMENA TEM DR DIANTE DE TODOS,  VEJA O QUE ACONTECEU....Exclusivo 24H27 de jan. de 2021 18:56:17 BRT",2021-01-27 18:56:17,2021,Janeiro,27,Quarta-feira,Madrugada,18
não é jonas o mendigo,Como mandar vídeos no discord sem ter o nitro 👌😔😣não é jonas o mendigo27 de jan. de 2021 16:51:52 BRT,2021-01-27 16:51:52,2021,Janeiro,27,Quarta-feira,Tarde,16
Resilia Educação,Recado do BrunoResilia Educação27 de jan. de 2021 12:33:32 BRT,2021-01-27 12:33:32,2021,Janeiro,27,Quarta-feira,Tarde,12
Resilia Educação,Recado do BrunoResilia Educação26 de jan. de 2021 23:47:09 BRT,2021-01-26 23:47:09,2021,Janeiro,26,Terça-feira,Madrugada,23
thiago soares,Projota - Mais Like Feat. Karol Conka (Áudio)thiago soares26 de jan. de 2021 23:32:48 BRT,2021-01-26 23:32:48,2021,Janeiro,26,Terça-feira,Madrugada,23
Gesso fácil 3D,Como fazer forma de EVA para placa de Gesso 3d tijolinho parte 3.Gesso fácil 3D26 de jan. de 2021 12:38:01 BRT,2021-01-26 12:38:01,2021,Janeiro,26,Terça-feira,Tarde,12
aquisefaz aquinaopaga,TIJOLINHO INGLES CASEIRO - FAÇA VC MESMO TIJOLINHO RUSTICO - DIY TIJOLO INGLES - TIJOLINHO CASEIROaquisefaz aquinaopaga26 de jan. de 2021 12:36:57 BRT,2021-01-26 12:36:57,2021,Janeiro,26,Terça-feira,Tarde,12
Porto Tatames,Não rasgue seu dinheiro....Porto Tatames26 de jan. de 2021 12:36:17 BRT,2021-01-26 12:36:17,2021,Janeiro,26,Terça-feira,Tarde,12
DAZN BRASIL,Vila Nova 5 x 1 Remo | Melhores Momentos | Serie CDAZN BRASIL24 de jan. de 2021 01:53:52 BRT,2021-01-24 01:53:52,2021,Janeiro,24,Domingo,Madrugada,1
Fatos Desconhecidos,"Como e com quem Caim casou, se Adão e Eva foram os primeiros humanos?Fatos Desconhecidos22 de jan. de 2021 22:04:29 BRT",2021-01-22 22:04:29,2021,Janeiro,22,Sexta-feira,Noite,22
hugosergionosso,NARRAÇÃO COMPLETA DO ACESSO DO TIGRAO! ITUANO 0 X 1 VILA NOVA - NARRAÇÃO: HUGO SÉRGIO - BAND NEWShugosergionosso22 de jan. de 2021 09:16:35 BRT,2021-01-22 09:16:35,2021,Janeiro,22,Sexta-feira,Manhã,9
Curso em Vídeo,Estruturas Condicionais 2 - Curso de Algoritmos #08 - Gustavo GuanabaraCurso em Vídeo20 de jan. de 2021 23:59:56 BRT,2021-01-20 23:59:56,2021,Janeiro,20,Quarta-feira,Madrugada,23
Curso em Vídeo,Estruturas de Repetição 1 - Curso de Algoritmos #09 - Gustavo GuanabaraCurso em Vídeo20 de jan. de 2021 23:58:21 BRT,2021-01-20 23:58:21,2021,Janeiro,20,Quarta-feira,Madrugada,23
Marcelo Oliveira,Criando uma calculadora no VisualGMarcelo Oliveira20 de jan. de 2021 15:25:48 BRT,2021-01-20 15:25:48,2021,Janeiro,20,Quarta-feira,Tarde,15
MY Football Collection,TOP 10 GREATEST FOOTBALL COMMERCIALS OF ALL TIMEMY Football Collection19 de jan. de 2021 23:11:59 BRT,2021-01-19 23:11:59,2021,Janeiro,19,Terça-feira,Madrugada,23
Futbol Oley,Adidas José +10 Commercial FullFutbol Oley19 de jan. de 2021 23:09:44 BRT,2021-01-19 23:09:44,2021,Janeiro,19,Terça-feira,Madrugada,23
Curso em Vídeo,Estruturas Condicionais 2 - Curso de Algoritmos #08 - Gustavo GuanabaraCurso em Vídeo19 de jan. de 2021 00:14:26 BRT,2021-01-19 00:14:26,2021,Janeiro,19,Terça-feira,Madrugada,0
Curso em Vídeo,Estruturas Condicionais 2 - Curso de Algoritmos #08 - Gustavo GuanabaraCurso em Vídeo18 de jan. de 2021 23:48:40 BRT,2021-01-18 23:48:40,2021,Janeiro,18,Segunda-feira,Madrugada,23
Cartoloucos,PASSEI FÉRIAS COM BIEL E TAYS (VLOG DA VIAGEM + BASTIDORES DE ARTIGO 157)Cartoloucos17 de jan. de 2021 00:49:48 BRT,2021-01-17 00:49:48,2021,Janeiro,17,Domingo,Madrugada,0
Cartoloucos,FUI NAS SEMIFINAIS DA LIBERTADORES! PALMEIRAS X RIVER E SANTOS X BOCA!Cartoloucos17 de jan. de 2021 00:34:57 BRT,2021-01-17 00:34:57,2021,Janeiro,17,Domingo,Madrugada,0
Eu Nega Ana,Tentando tirar arranhões na televisãoEu Nega Ana17 de jan. de 2021 00:32:58 BRT,2021-01-17 00:32:58,2021,Janeiro,17,Domingo,Madrugada,0
Canal Jefferson Reis,tirando  risco da TV LCD LED fácil e rapidoCanal Jefferson Reis17 de jan. de 2021 00:29:50 BRT,2021-01-17 00:29:50,2021,Janeiro,17,Domingo,Madrugada,0
Meghan Fiorele,"Como Tirar Risco de Tela LED,LCD.Disfarça BemMeghan Fiorele17 de jan. de 2021 00:26:34 BRT",2021-01-17 00:26:34,2021,Janeiro,17,Domingo,Madrugada,0
revistahometheater,Teste TV 4K Sony XBR 55 polegadasrevistahometheater17 de jan. de 2021 00:25:14 BRT,2021-01-17 00:25:14,2021,Janeiro,17,Domingo,Madrugada,0
Shoptutor,Smart TV Sony XBR-55X905A LED 4K UHD de 55 Polegadas 3D com 4 óculosShoptutor17 de jan. de 2021 00:22:20 BRT,2021-01-17 00:22:20,2021,Janeiro,17,Domingo,Madrugada,0
André Fontes,Unboxing (desembalando) Sony XBR-55X855GAndré Fontes17 de jan. de 2021 00:21:52 BRT,2021-01-17 00:21:52,2021,Janeiro,17,Domingo,Madrugada,0
Junkka Games,"TV Sony XBR - 905F 65""(Review) Valeu a Pena?Junkka Games17 de jan. de 2021 00:19:44 BRT",2021-01-17 00:19:44,2021,Janeiro,17,Domingo,Madrugada,0
Ligados No Futebol,Palmeiras 1 x 1 Grêmio | Melhores Momentos | Brasileirão 15/01/2021Ligados No Futebol17 de jan. de 2021 00:05:37 BRT,2021-01-17 00:05:37,2021,Janeiro,17,Domingo,Madrugada,0
Ligados No Futebol,Vasco 0 x 1 Coritiba | Melhores Momentos | Brasileirão 16/01/2021Ligados No Futebol17 de jan. de 2021 00:02:08 BRT,2021-01-17 00:02:08,2021,Janeiro,17,Domingo,Madrugada,0
Shark Tank Brasil,"Empresários Criam Um Novo Esporte, O ""FutMesa"" | Shark Tank BrasilShark Tank Brasil16 de jan. de 2021 17:22:48 BRT",2021-01-16 17:22:48,2021,Janeiro,16,Sábado,Tarde,17
Record TV Goiás,GR - Jóquei Clube: Sede precisa ser vendida - 12-04-2018Record TV Goiás16 de jan. de 2021 17:21:55 BRT,2021-01-16 17:21:55,2021,Janeiro,16,Sábado,Tarde,17
Brainstorm Tutoriais - Edição de Vídeo,"Renderizar vídeos para o Instagram, Whatsapp e YouTube // TIPS&TRICKS #15Brainstorm Tutoriais - Edição de Vídeo14 de jan. de 2021 22:35:44 BRT",2021-01-14 22:35:44,2021,Janeiro,14,Quinta-feira,Noite,22
Depolo Tutoriais ,Como colocar uma IMAGEM PNG com FUNDO TRANSPARENTE no SONY VEGASDepolo Tutoriais 14 de jan. de 2021 22:04:18 BRT,2021-01-14 22:04:18,2021,Janeiro,14,Quinta-feira,Noite,22
Teteu Tutors,Como editar e renderizar vídeos para o instagram pelo Sony VegasTeteu Tutors14 de jan. de 2021 15:44:07 BRT,2021-01-14 15:44:07,2021,Janeiro,14,Quinta-feira,Tarde,15
Trader Sem Stop,OPÇÕES # Rentabilize 2% ao mês com opções de ações.Trader Sem Stop11 de jan. de 2021 22:38:20 BRT,2021-01-11 22:38:20,2021,Janeiro,11,Segunda-feira,Noite,22
Sagres TV,Vila Nova 2x1 Santa Cruz: gols e melhores momentos da vitória colorada pela Série C do BrasileirãoSagres TV11 de jan. de 2021 09:33:03 BRT,2021-01-11 09:33:03,2021,Janeiro,11,Segunda-feira,Manhã,9
Manual do Mundo,AGORA FOI! Temos um SUBMARINO DEBAIXO D'ÁGUA!!!Manual do Mundo10 de jan. de 2021 12:23:24 BRT,2021-01-10 12:23:24,2021,Janeiro,10,Domingo,Tarde,12
Manual do Mundo,IBERÊ RESPONDE COMENTÁRIOS: O que fazer com o SUBMARINO depois?Manual do Mundo10 de jan. de 2021 12:21:48 BRT,2021-01-10 12:21:48,2021,Janeiro,10,Domingo,Tarde,12
Curso em Vídeo,Estruturas Condicionais 2 - Curso de Algoritmos #08 - Gustavo GuanabaraCurso em Vídeo6 de jan. de 2021 22:01:40 BRT,2021-01-06 22:01:40,2021,Janeiro,6,Quarta-feira,Noite,22
PELEJA,ESSA FOI A ELIMINAÇÃO MAIS ASSUSTADORA DO FUTEBOL | #RadarPELEJA 29PELEJA6 de jan. de 2021 21:46:13 BRT,2021-01-06 21:46:13,2021,Janeiro,6,Quarta-feira,Noite,21
Movies22 by TR,Moving a nether portal with pistons - Cursed minecraft #2Movies22 by TR6 de jan. de 2021 20:30:18 BRT,2021-01-06 20:30:18,2021,Janeiro,6,Quarta-feira,Noite,20
Valter Cardoso,Motorista da uber indignado com passageiro sValter Cardoso6 de jan. de 2021 20:29:38 BRT,2021-01-06 20:29:38,2021,Janeiro,6,Quarta-feira,Noite,20
Robson Fonseca,homem destrói bolo do chá de bebê ao saber que vai ser homem -Robson Fonseca6 de jan. de 2021 20:28:39 BRT,2021-01-06 20:28:39,2021,Janeiro,6,Quarta-feira,Noite,20
Dronemodelismo,DRONE mostra IATE de 33 MILHÕES de REAIS em Baln. Camboriu - Rafael RitterDronemodelismo6 de jan. de 2021 20:26:34 BRT,2021-01-06 20:26:34,2021,Janeiro,6,Quarta-feira,Noite,20
Curso em Vídeo,Estruturas Condicionais 2 - Curso de Algoritmos #08 - Gustavo GuanabaraCurso em Vídeo4 de jan. de 2021 23:31:42 BRT,2021-01-04 23:31:42,2021,Janeiro,4,Segunda-feira,Madrugada,23
Curso em Vídeo,Estruturas Condicionais 1 - Curso de Algoritmos #07 - Gustavo GuanabaraCurso em Vídeo4 de jan. de 2021 22:19:28 BRT,2021-01-04 22:19:28,2021,Janeiro,4,Segunda-feira,Noite,22
Curso em Vídeo,Exercícios de Algoritmo Resolvidos - Curso de Algoritmos #06 - Gustavo GuanabaraCurso em Vídeo4 de jan. de 2021 20:46:25 BRT,2021-01-04 20:46:25,2021,Janeiro,4,Segunda-feira,Noite,20
COISA DE GÊNIO,COMO DESBLOQUEAR FILMES ESCONDIDOS NA NETFLIX / TODOS OS FILMES NOVOS E LANÇAMENTOS!COISA DE GÊNIO2 de jan. de 2021 19:55:07 BRT,2021-01-02 19:55:07,2021,Janeiro,2,Sábado,Noite,19
MyLifeAsEva,Palm Tree Montage - Me and My Grandma (Ep. 1)MyLifeAsEva2 de jan. de 2021 19:51:33 BRT,2021-01-02 19:51:33,2021,Janeiro,2,Sábado,Noite,19
Fatos Desconhecidos,Pessoas que conviveram com cadáveresFatos Desconhecidos2 de jan. de 2021 19:50:02 BRT,2021-01-02 19:50:02,2021,Janeiro,2,Sábado,Noite,19
Carlynha Regatieri,Água colorida para chá revelação + como TrollarCarlynha Regatieri2 de jan. de 2021 19:49:43 BRT,2021-01-02 19:49:43,2021,Janeiro,2,Sábado,Noite,19
Carlynha Regatieri,Tatu - TutaCarlynha Regatieri2 de jan. de 2021 19:49:19 BRT,2021-01-02 19:49:19,2021,Janeiro,2,Sábado,Noite,19
FLOW NA VEIA,GABRIEL PATO - O ROUBO DE 10 MILHÕES DE DOLARES QUE DEU CERTO | FLOW NA VEIAFLOW NA VEIA2 de jan. de 2021 19:11:26 BRT,2021-01-02 19:11:26,2021,Janeiro,2,Sábado,Noite,19
Dirley Araujo,FAZENDO ENTREGAS PELA ASAP LOG - SERÁ QUE COMPENSA?Dirley Araujo2 de jan. de 2021 15:09:47 BRT,2021-01-02 15:09:47,2021,Janeiro,2,Sábado,Tarde,15
DudãoKK,TODAS CENAS DE SEX0 EM Cyberpunk 2077 (+18 🔥)DudãoKK2 de jan. de 2021 12:29:12 BRT,2021-01-02 12:29:12,2021,Janeiro,2,Sábado,Tarde,12
Thiago™ ZGB,"Cyberpunk 2077 - Primeira GAMEPLAY, com NUDES e TUDO ! - Comentário sobreThiago™ ZGB2 de jan. de 2021 12:26:47 BRT",2021-01-02 12:26:47,2021,Janeiro,2,Sábado,Tarde,12
PAGONEJANDO,Petter Ferraz e Menor Nico - Amor ou o Litrão (Videoclipe Oficial) (Longo Filmes) | PAGONEJANDOPAGONEJANDO31 de dez. de 2020 22:09:23 BRT,2020-12-31 22:09:23,2020,Dezembro,31,Quinta-feira,Noite,22
DJ Lucas Beat,AMOR OU O LITRÃO (REMIX FUNK) DJ LUCAS BEATDJ Lucas Beat31 de dez. de 2020 22:01:45 BRT,2020-12-31 22:01:45,2020,Dezembro,31,Quinta-feira,Noite,22
Vilão dos Fluxos,MOÇA SAI DA SACADA - FUNK REMIX (DJ Lucas Beat)Vilão dos Fluxos31 de dez. de 2020 21:59:37 BRT,2020-12-31 21:59:37,2020,Dezembro,31,Quinta-feira,Noite,21
FLOW NA VEIA,GABRIEL PATO - O CARA QUE HACKEOU UM CAIXA ELETRONICO NA FRENTE DE TODOS | FLOW NA VEIAFLOW NA VEIA29 de dez. de 2020 19:18:23 BRT,2020-12-29 19:18:23,2020,Dezembro,29,Terça-feira,Noite,19
Cidade Alerta Paraná,Motorista atropela bandido durante tentativa de rouboCidade Alerta Paraná29 de dez. de 2020 19:18:07 BRT,2020-12-29 19:18:07,2020,Dezembro,29,Terça-feira,Noite,19
Meu carro Meu negócio,Primeira compra pela Cornershop | Primeiras impressõesMeu carro Meu negócio28 de dez. de 2020 14:56:14 BRT,2020-12-28 14:56:14,2020,Dezembro,28,Segunda-feira,Tarde,14
Curso em Vídeo,Exercícios de Algoritmo Resolvidos - Curso de Algoritmos #06 - Gustavo GuanabaraCurso em Vídeo28 de dez. de 2020 12:35:07 BRT,2020-12-28 12:35:07,2020,Dezembro,28,Segunda-feira,Tarde,12
Cortes do Flow [OFICIAL],HACKER TENTA AJUDAR O GOVERNO | Cortes do FlowCortes do Flow [OFICIAL]28 de dez. de 2020 00:36:04 BRT,2020-12-28 00:36:04,2020,Dezembro,28,Segunda-feira,Madrugada,0
Curso em Vídeo,Estou com Covid-19 🦠😷Curso em Vídeo28 de dez. de 2020 00:33:26 BRT,2020-12-28 00:33:26,2020,Dezembro,28,Segunda-feira,Madrugada,0
Elcio Coronato,TESTE | CRIANÇA BÊBADAElcio Coronato28 de dez. de 2020 00:26:12 BRT,2020-12-28 00:26:12,2020,Dezembro,28,Segunda-feira,Madrugada,0
Elcio Coronato,PAI BÊBADO PEGA O CARRO COM 3 CRIANÇAS! | TESTE DO CORONATOElcio Coronato28 de dez. de 2020 00:22:43 BRT,2020-12-28 00:22:43,2020,Dezembro,28,Segunda-feira,Madrugada,0
Elcio Coronato,CRIANÇA DESTRÓI LOJA | TESTES DO CORONATOElcio Coronato28 de dez. de 2020 00:15:03 BRT,2020-12-28 00:15:03,2020,Dezembro,28,Segunda-feira,Madrugada,0
Hindemburg Melão Jr.,"Ocultação de Marte pela Lua hoje (9/8/2020, 5:29h), com Meade 10 LX 200Hindemburg Melão Jr.28 de dez. de 2020 00:14:18 BRT",2020-12-28 00:14:18,2020,Dezembro,28,Segunda-feira,Madrugada,0
Hindemburg Melão Jr.,Palestra (parte 1): Um pouco além do índice de SharpeHindemburg Melão Jr.28 de dez. de 2020 00:14:08 BRT,2020-12-28 00:14:08,2020,Dezembro,28,Segunda-feira,Madrugada,0
Elcio Coronato,RACISMO CONTRA BRANCA l TESTE DO CORONATOElcio Coronato28 de dez. de 2020 00:08:02 BRT,2020-12-28 00:08:02,2020,Dezembro,28,Segunda-feira,Madrugada,0
Elcio Coronato,ASSÉDIO A VINGANÇA | TESTE DO CORONATOElcio Coronato28 de dez. de 2020 00:02:49 BRT,2020-12-28 00:02:49,2020,Dezembro,28,Segunda-feira,Madrugada,0
Jovem casal,Ideias RECUSADAS no SHARK TANK que viraram BILIONÁRIASJovem casal27 de dez. de 2020 23:01:37 BRT,2020-12-27 23:01:37,2020,Dezembro,27,Domingo,Madrugada,23
The Noite com Danilo Gentili,"The Noite (31/08/16) - Roger, o homem do QI 200The Noite com Danilo Gentili27 de dez. de 2020 23:00:03 BRT",2020-12-27 23:00:03,2020,Dezembro,27,Domingo,Madrugada,23
Viaje Por Conta,AS VÍTIMAS DO VULCÃO VESÚVIO QUE VIRARAM PEDRA E A ASSUSTADORA CIDADE DE POMPEIA NA ITÁLIA | Ep. 150Viaje Por Conta27 de dez. de 2020 22:52:15 BRT,2020-12-27 22:52:15,2020,Dezembro,27,Domingo,Noite,22
Hindemburg Melão Jr.,"Reportagem no Fantástico sobre inteligência e QI, 2005Hindemburg Melão Jr.27 de dez. de 2020 22:46:48 BRT",2020-12-27 22:46:48,2020,Dezembro,27,Domingo,Noite,22
British Pathé,Hindenburg Disaster: Real Zeppelin Explosion Footage (1937) | British PathéBritish Pathé27 de dez. de 2020 22:43:36 BRT,2020-12-27 22:43:36,2020,Dezembro,27,Domingo,Noite,22
Zacky V wasin,Hindenburg (2011)Zacky V wasin27 de dez. de 2020 22:42:04 BRT,2020-12-27 22:42:04,2020,Dezembro,27,Domingo,Noite,22
Jarbas Vilela,6/5/1937 -  o Dirigível Hindemburg.Jarbas Vilela27 de dez. de 2020 22:40:49 BRT,2020-12-27 22:40:49,2020,Dezembro,27,Domingo,Noite,22
Curso em Vídeo,Exercícios de Algoritmo Resolvidos - Curso de Algoritmos #06 - Gustavo GuanabaraCurso em Vídeo27 de dez. de 2020 20:29:50 BRT,2020-12-27 20:29:50,2020,Dezembro,27,Domingo,Noite,20
Curso em Vídeo,Introdução ao Scratch - Curso de Algoritmos #05 - Gustavo GuanabaraCurso em Vídeo27 de dez. de 2020 19:37:14 BRT,2020-12-27 19:37:14,2020,Dezembro,27,Domingo,Noite,19
Francisco Braccini,Hacker de Sérgio Moro (Walter Delgatti) em entrevista na CNN Brasil - Parte 1Francisco Braccini27 de dez. de 2020 16:54:37 BRT,2020-12-27 16:54:37,2020,Dezembro,27,Domingo,Tarde,16
Jornal da Gazeta,Hacker que invadiu celular de Moro admite repasse de informações ao The InterceptJornal da Gazeta27 de dez. de 2020 16:50:48 BRT,2020-12-27 16:50:48,2020,Dezembro,27,Domingo,Tarde,16
Gabriel Pato,Como HACKEARAM os políticos? Foi simples!Gabriel Pato27 de dez. de 2020 16:17:25 BRT,2020-12-27 16:17:25,2020,Dezembro,27,Domingo,Tarde,16
Gabriel Pato,VOCÊ TAPA A SUA WEBCAM? Olha o que rolou com a minha namorada - Gabriel PatoGabriel Pato27 de dez. de 2020 16:08:56 BRT,2020-12-27 16:08:56,2020,Dezembro,27,Domingo,Tarde,16
Gabriel Pato,Como CHEATS e HACKS de jogos são criados?  - TrainersGabriel Pato27 de dez. de 2020 15:46:30 BRT,2020-12-27 15:46:30,2020,Dezembro,27,Domingo,Tarde,15
Curso em Vídeo,Operadores Lógicos e Relacionais - Curso de Algoritmos #04 - Gustavo GuanabaraCurso em Vídeo27 de dez. de 2020 13:11:11 BRT,2020-12-27 13:11:11,2020,Dezembro,27,Domingo,Tarde,13
Curso em Vídeo,Comando de Entrada e Operadores - Curso de Algoritmos #03 - Gustavo GuanabaraCurso em Vídeo27 de dez. de 2020 13:10:53 BRT,2020-12-27 13:10:53,2020,Dezembro,27,Domingo,Tarde,13
Gabriel Pato,140 MIL reais por uma falha no Instagram aos 14 anos de idade! - Conversei com Andres AlonsoGabriel Pato27 de dez. de 2020 11:30:28 BRT,2020-12-27 11:30:28,2020,Dezembro,27,Domingo,Manhã,11
Gabriel Pato,Caso Zangado: Analisei o vírus por trás dos canais hackeados - Golpe usa o nome do Cyberpunk 2077?Gabriel Pato27 de dez. de 2020 11:03:07 BRT,2020-12-27 11:03:07,2020,Dezembro,27,Domingo,Manhã,11
Anitta,"Anitta, Lexa, Luisa Sonza feat. MC Rebecca - Combatchy [Official Music Video]Anitta26 de dez. de 2020 23:37:34 BRT",2020-12-26 23:37:34,2020,Dezembro,26,Sábado,Madrugada,23
Gabriel Pato,Testei a segurança da votação de A Fazenda! Dá pra hackear os votos com bots?Gabriel Pato26 de dez. de 2020 21:59:03 BRT,2020-12-26 21:59:03,2020,Dezembro,26,Sábado,Noite,21
Brazil Records,MOÇA SAI DA SACADA VERSÃO TIKTOKBrazil Records26 de dez. de 2020 21:37:00 BRT,2020-12-26 21:37:00,2020,Dezembro,26,Sábado,Noite,21
Vilão dos Fluxos,MOÇA SAI DA SACADA - FUNK REMIX (DJ Lucas Beat)Vilão dos Fluxos26 de dez. de 2020 21:27:02 BRT,2020-12-26 21:27:02,2020,Dezembro,26,Sábado,Noite,21
Curso em Vídeo,Comando de Entrada e Operadores - Curso de Algoritmos #03 - Gustavo GuanabaraCurso em Vídeo26 de dez. de 2020 18:21:36 BRT,2020-12-26 18:21:36,2020,Dezembro,26,Sábado,Madrugada,18
Curso em Vídeo,Primeiro Algoritmo - Curso de Algoritmos #02 - Gustavo GuanabaraCurso em Vídeo26 de dez. de 2020 18:21:13 BRT,2020-12-26 18:21:13,2020,Dezembro,26,Sábado,Madrugada,18
Elcio Coronato,TESTE DA CORRUPÇÃOElcio Coronato26 de dez. de 2020 17:53:25 BRT,2020-12-26 17:53:25,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,VENDENDO IPHONE ROUBADO - TESTE DO CORONATOElcio Coronato26 de dez. de 2020 17:49:07 BRT,2020-12-26 17:49:07,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,SACANEANDO O GRINGO NO RJ - TESTE DO CORONATOElcio Coronato26 de dez. de 2020 17:39:56 BRT,2020-12-26 17:39:56,2020,Dezembro,26,Sábado,Tarde,17
